pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw,date
14.0,28752.0,-48.1,-84.1,,,,,97560,97560,2025-06-08,-1.18,136.11,11.0,56.59,2025-06-08
1010.0,12.0,25.0,24.4,150.0,4.0,-1.9999999999999998,3.464101615137755,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
1001.0,88.0,25.6,23.7,172.0,13.0,-1.8092503124808492,12.873484893640414,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
1000.0,96.0,25.6,23.7,175.0,14.0,-1.2201803984672148,13.946725773284438,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
977.0,300.0,24.0,22.6,175.0,21.0,-1.830270597700822,20.920088659926655,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
926.0,769.0,20.4,20.0,160.0,25.0,-8.550503583141722,23.492315519647708,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
925.0,778.0,20.4,20.0,160.0,25.0,-8.550503583141722,23.492315519647708,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
851.0,1499.0,16.9,16.6,175.0,17.0,-1.4816476267101892,16.935309867559674,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
850.0,1509.0,16.8,16.5,175.0,17.0,-1.4816476267101892,16.935309867559674,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
735.0,2739.0,11.4,11.1,179.0,16.0,-0.279238502996535,15.99756312250226,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
700.0,3146.0,9.0,8.7,180.0,15.0,-1.83697019872103e-15,15.0,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
687.0,3299.0,8.1,7.8,170.0,11.0,-1.9101299543362331,10.832885283134289,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
663.0,3590.0,6.5,6.2,170.0,7.0,-1.215537243668512,6.893654271085456,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
616.0,4191.0,3.1,2.9,135.0,7.0,-4.949747468305833,4.949747468305832,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
593.0,4503.0,1.4,1.2,175.0,6.0,-0.5229344564859492,5.977168188550474,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
575.0,4755.0,0.0,-0.2,149.0,4.0,-2.0601522996402175,3.428669202808449,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
572.0,4797.0,-0.1,-0.3,145.0,4.0,-2.2943057454041837,3.2766081771559676,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
551.0,5097.0,-0.5,-1.0,15.0,4.0,-1.035276180410083,-3.8637033051562732,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
550.0,5112.0,-0.5,-1.0,14.0,4.0,-0.9676875823986709,-3.881182905103986,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
530.0,5406.0,-2.1,-2.4,350.0,4.0,0.6945927106677215,-3.939231012048832,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
511.0,5697.0,-3.7,-3.9,320.0,8.0,5.142300877492317,-6.128355544951822,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
500.0,5870.0,-4.7,-4.7,340.0,8.0,2.736161146605349,-7.517540966287267,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
492.0,5995.0,-5.3,-5.4,350.0,9.0,1.5628335990023734,-8.863269777109872,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
473.0,6301.0,-6.8,-7.2,20.0,7.0,-2.394141003279681,-6.5778483455013586,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
438.0,6898.0,-9.7,-10.7,60.0,5.0,-4.330127018922193,-2.5000000000000004,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
436.0,6934.0,-9.9,-10.9,54.0,6.0,-4.854101966249685,-3.526711513754839,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
421.0,7200.0,-11.8,-13.0,10.0,13.0,-2.257426309670094,-12.802500789158705,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
405.0,7495.0,-13.8,-15.3,0.0,8.0,-0.0,-8.0,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
400.0,7590.0,-14.5,-16.0,355.0,7.0,0.6100901992336082,-6.973362886642219,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
389.0,7798.0,-15.8,-17.3,15.0,4.0,-1.035276180410083,-3.8637033051562732,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
359.0,8397.0,-19.4,-21.2,65.0,6.0,-5.437846722219899,-2.5357095704441965,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
345.0,8694.0,-21.1,-23.1,45.0,11.0,-7.778174593052022,-7.778174593052023,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
326.0,9116.0,-23.7,-25.8,51.0,11.0,-8.54860557602668,-6.922524301548212,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
300.0,9720.0,-27.9,-30.0,60.0,12.0,-10.392304845413264,-6.000000000000002,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
284.0,10114.0,-30.9,-32.8,60.0,13.0,-11.258330249197702,-6.500000000000002,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
269.0,10495.0,-34.0,-35.8,60.0,14.0,-12.12435565298214,-7.000000000000002,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
250.0,11010.0,-38.3,-39.9,90.0,14.0,-14.0,-8.572527594031472e-16,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
236.0,11395.0,-41.8,-43.9,105.0,19.0,-18.352590699492296,4.917561856947896,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
200.0,12500.0,-51.9,-55.5,100.0,23.0,-22.650578319280786,3.993908086339397,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
167.0,13639.0,-62.3,-65.4,91.0,20.0,-19.996953903127825,0.34904812874566954,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
150.0,14290.0,-68.7,-73.0,85.0,19.0,-18.927699263743165,-1.6559591122055046,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
149.0,14330.0,-68.9,-73.2,85.0,20.0,-19.92389396183491,-1.7431148549531628,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
140.0,14696.0,-72.4,-76.2,90.0,27.0,-27.0,-1.6532731788489269e-15,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
132.0,15042.0,-75.7,-79.1,98.0,22.0,-21.78589751231455,3.0618082211214377,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
126.0,15310.0,-77.7,-82.5,104.0,17.0,-16.49502734669194,4.112672225194352,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
120.0,15588.0,-78.2,-82.1,110.0,13.0,-12.21600407021681,4.446261863233693,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
114.0,15881.0,-78.8,-81.8,175.0,10.0,-0.8715574274765819,9.961946980917455,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
113.0,15931.0,-78.9,-81.7,184.0,10.0,0.6975647374412528,9.975640502598242,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
111.0,16033.0,-77.1,-80.9,202.0,9.0,3.371459340743208,8.344654691101088,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
108.0,16190.0,-77.7,-80.8,230.0,8.0,6.128355544951823,5.142300877492316,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
104.0,16405.0,-78.5,-80.6,,,,,97724,97724,2025-06-08,-3.7,128.08,12.0,67.76,2025-06-08
1011.0,3.0,27.4,23.4,100.0,6.0,-5.908846518073248,1.0418890660015818,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
1000.0,107.0,25.8,22.2,110.0,11.0,-10.336618828644992,3.762221576582356,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
978.0,302.0,24.0,21.7,130.0,10.0,-7.66044443118978,6.427876096865393,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
955.0,510.0,22.0,21.2,128.0,13.0,-10.244139796887387,8.003599179233557,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
925.0,787.0,20.8,17.1,125.0,16.0,-13.106432708623867,9.177222981616739,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
895.0,1072.0,18.8,14.4,128.0,13.0,-10.244139796887387,8.003599179233557,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
882.0,1198.0,18.1,14.6,130.0,11.0,-8.426488874308758,7.070663706551933,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
852.0,1495.0,16.5,15.1,90.0,1.0,-1.0,-6.123233995736766e-17,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
850.0,1515.0,16.4,15.1,80.0,2.0,-1.969615506024416,-0.34729635533386083,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
822.0,1801.0,15.4,14.5,85.0,6.0,-5.977168188550474,-0.5229344564859488,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
806.0,1969.0,14.8,14.2,62.0,8.0,-7.063580742871415,-3.755772502287127,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
794.0,2096.0,14.4,13.6,45.0,10.0,-7.071067811865475,-7.0710678118654755,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
766.0,2401.0,13.5,12.2,20.0,9.0,-3.0781812899310186,-8.457233587073176,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
763.0,2435.0,13.4,12.0,21.0,9.0,-3.2253115459077026,-8.402223838474816,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
739.0,2705.0,12.8,8.8,25.0,9.0,-3.803564355666295,-8.15677008332985,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
737.0,2728.0,12.8,8.5,24.0,9.0,-3.660629787682202,-8.221909118783408,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
718.0,2948.0,12.0,-3.0,12.0,8.0,-1.6632935265420747,-7.8251808058704455,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
714.0,2994.0,11.7,-4.2,10.0,8.0,-1.3891854213354426,-7.878462024097664,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
700.0,3160.0,10.6,-8.4,30.0,7.0,-3.4999999999999996,-6.062177826491071,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
696.0,3208.0,10.8,-14.2,37.0,8.0,-4.814520185216386,-6.389084080378343,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
688.0,3303.0,10.1,-14.3,50.0,11.0,-8.426488874308758,-7.070663706551933,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
671.0,3511.0,8.6,-14.4,45.0,9.0,-6.363961030678928,-6.3639610306789285,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
662.0,3622.0,7.6,-16.4,42.0,8.0,-5.353044850870866,-5.945158603819154,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
654.0,3722.0,6.6,-14.4,39.0,8.0,-5.034563128398699,-6.217167691655767,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
648.0,3797.0,6.0,-1.0,38.0,7.0,-4.309630327279608,-5.516075275247053,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
647.0,3810.0,5.8,0.9,37.0,7.0,-4.212705162064338,-5.59044857033105,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
640.0,3899.0,5.3,-1.0,35.0,6.0,-3.4414586181062763,-4.914912265733951,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
627.0,4067.0,4.4,-4.6,359.0,5.0,0.0872620321864178,-4.999238475781956,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
624.0,4106.0,4.8,-11.2,350.0,5.0,0.868240888334652,-4.92403876506104,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
620.0,4158.0,4.4,-7.6,339.0,4.0,1.433471798181203,-3.734321705988806,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
617.0,4197.0,4.2,-8.5,330.0,4.0,2.0000000000000018,-3.4641016151377535,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
608.0,4317.0,3.6,-11.4,349.0,5.0,0.9540449768827233,-4.90813591723832,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
602.0,4397.0,3.2,-14.8,2.0,5.0,-0.17449748351250485,-4.9969541350954785,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
598.0,4451.0,2.6,-8.4,11.0,6.0,-1.1448539722592688,-5.889763100685984,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
597.0,4465.0,2.6,-4.4,13.0,6.0,-1.34970632606319,-5.846220388711411,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
596.0,4478.0,2.4,-2.6,16.0,6.0,-1.653824134901995,-5.767570175629913,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
594.0,4505.0,2.3,-5.2,20.0,6.0,-2.0521208599540124,-5.638155724715451,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
592.0,4533.0,2.2,-7.8,13.0,6.0,-1.34970632606319,-5.846220388711411,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
589.0,4574.0,2.2,-10.8,3.0,6.0,-0.314015737457663,-5.991777208527443,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
584.0,4642.0,1.6,-3.2,346.0,7.0,1.6934532691976751,-6.792070083931975,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
582.0,4670.0,1.4,-0.9,339.0,7.0,2.508575646817105,-6.535062985480411,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
572.0,4810.0,1.0,-3.4,305.0,8.0,6.553216354311934,-4.588611490808368,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
564.0,4923.0,0.6,-5.4,305.0,6.0,4.914912265733951,-3.4414586181062763,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
558.0,5009.0,0.0,-6.0,305.0,5.0,4.095760221444959,-2.8678821817552302,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
552.0,5095.0,-0.5,-6.3,305.0,3.0,2.4574561328669753,-1.7207293090531381,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
531.0,5403.0,-2.4,-7.3,245.0,6.0,5.4378467222199,2.5357095704441948,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
517.0,5616.0,-3.7,-8.0,269.0,5.0,4.999238475781956,0.08726203218641748,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
507.0,5770.0,-3.9,-11.9,287.0,4.0,3.8252190238521417,-1.1694868188909469,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
500.0,5880.0,-4.3,-13.3,300.0,4.0,3.4641016151377544,-2.0000000000000004,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
493.0,5991.0,-4.9,-13.9,304.0,5.0,4.145187862775208,-2.795964517353735,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
492.0,6007.0,-5.0,-13.2,305.0,5.0,4.095760221444959,-2.8678821817552302,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
488.0,6071.0,-5.5,-10.5,306.0,5.0,4.045084971874738,-2.9389262614623646,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
443.0,6822.0,-10.3,-15.0,322.0,6.0,3.693968851953949,-4.7280645216403325,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
422.0,7192.0,-12.3,-19.0,330.0,6.0,3.0000000000000027,-5.19615242270663,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
405.0,7505.0,-14.0,-22.5,10.0,7.0,-1.2155372436685123,-6.893654271085456,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
400.0,7600.0,-14.5,-23.5,355.0,6.0,0.5229344564859499,-5.977168188550474,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
379.0,8007.0,-16.9,-28.9,4.0,7.0,-0.4882953162088771,-6.982948351818769,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
345.0,8704.0,-21.8,-32.9,20.0,9.0,-3.0781812899310186,-8.457233587073176,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
339.0,8834.0,-22.7,-33.7,4.0,10.0,-0.697564737441253,-9.975640502598242,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
332.0,8986.0,-23.8,-33.0,345.0,11.0,2.8470094961277277,-10.62518408917975,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
316.0,9346.0,-26.3,-31.3,335.0,15.0,6.339273926110488,-13.594616805549752,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
300.0,9720.0,-28.7,-37.7,325.0,19.0,10.897952290669883,-15.56388884149084,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
293.0,9887.0,-30.0,-39.7,320.0,19.0,12.212964584044252,-14.554844419260577,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
260.0,10729.0,-36.7,-49.7,324.0,21.0,12.34349029814194,-16.989356881873896,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
250.0,11000.0,-39.3,-50.3,325.0,21.0,12.045105163371977,-17.202192930068822,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
236.0,11390.0,-42.7,-56.4,350.0,19.0,3.2993153756716773,-18.711347307231954,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
226.0,11683.0,-45.3,-61.0,355.0,18.0,1.5688033694578498,-17.93150456565142,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
220.0,11865.0,-46.9,-63.9,1.0,19.0,-0.33159572230838674,-18.997106207971434,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
216.0,11985.0,-48.1,-64.3,5.0,20.0,-1.7431148549531632,-19.92389396183491,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
200.0,12490.0,-52.9,-65.9,10.0,22.0,-3.820259908672467,-21.665770566268577,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
179.0,13183.0,-59.1,-71.6,5.0,18.0,-1.568803369457847,-17.93150456565142,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
170.0,13505.0,-62.0,-74.3,0.0,17.0,-0.0,-17.0,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
161.0,13844.0,-65.1,-77.1,330.0,14.0,7.000000000000006,-12.124355652982137,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
150.0,14270.0,-68.7,-78.7,290.0,10.0,9.396926207859083,-3.4202014332566897,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
147.0,14389.0,-69.6,-79.5,285.0,10.0,9.659258262890685,-2.588190451025203,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
140.0,14677.0,-71.9,-81.4,270.0,12.0,12.0,2.204364238465236e-15,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
129.0,15159.0,-75.7,-84.7,270.0,18.0,18.0,3.3065463576978533e-15,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
120.0,15575.0,-77.2,-85.8,270.0,24.0,24.0,4.408728476930472e-15,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
111.0,16023.0,-78.9,-86.9,230.0,25.0,19.15111107797445,16.069690242163485,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
108.0,16180.0,-78.5,-87.3,220.0,14.0,8.999026535611549,10.724622203665692,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
102.0,16507.0,-77.8,-88.2,215.0,8.0,4.588611490808369,6.553216354311934,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
100.0,16620.0,-77.5,-88.5,245.0,13.0,11.78200123147645,5.494037402629089,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
97.0,16793.0,-78.6,-88.9,235.0,17.0,13.925584752912856,9.750799417967789,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
92.2,17081.0,-80.5,-89.5,221.0,22.0,14.433298637791156,16.603610764900985,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
92.0,17093.0,-80.4,-89.5,220.0,22.0,14.141327413103863,16.852977748617516,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
87.0,17411.0,-78.0,-88.5,225.0,6.0,4.242640687119285,4.242640687119286,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
85.7,17496.0,-77.3,-88.3,238.0,9.0,7.632432865407834,4.769273378098845,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
83.0,17679.0,-78.0,-88.6,265.0,14.0,13.946725773284438,1.2201803984672155,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
79.5,17924.0,-78.9,-88.9,243.0,14.0,12.474091338637148,6.355866996353657,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
79.0,17960.0,-78.5,-89.0,240.0,14.0,12.124355652982137,7.000000000000006,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
75.0,18259.0,-75.1,-89.4,325.0,14.0,8.03007010891465,-11.468128620045881,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
74.3,18313.0,-74.5,-89.5,316.0,16.0,11.114533927343961,-11.509436805418414,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
71.0,18577.0,-73.4,-89.2,275.0,25.0,24.90486745229364,-2.1788935686914472,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
70.0,18660.0,-73.1,-89.1,265.0,29.0,28.88964624466062,2.527516539682089,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
67.0,18918.0,-72.6,-90.0,270.0,22.0,22.0,4.0413344371862654e-15,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
64.0,19187.0,-72.1,-90.9,285.0,21.0,20.284442352070435,-5.435199947152926,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
61.4,19431.0,-71.7,-91.7,286.0,21.0,20.186495614704693,-5.788384472156987,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
55.2,20068.0,-66.3,-93.3,288.0,20.0,19.021130325903073,-6.180339887498945,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
50.0,20670.0,-65.1,-97.1,290.0,19.0,17.854159794932258,-6.498382723187711,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
45.0,21315.0,-64.3,-97.1,235.0,12.0,9.8298245314679,6.882917236212556,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
43.6,21509.0,-64.1,-97.1,235.0,11.0,9.010672487178907,6.30934079986151,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
43.0,21595.0,-63.5,-96.6,235.0,10.0,8.191520442889916,5.735764363510464,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
41.0,21890.0,-61.3,-94.8,125.0,7.0,-5.734064310022942,4.015035054457323,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
39.1,22185.0,-59.1,-93.1,106.0,16.0,-15.380187135013102,4.410197693071985,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
39.0,22201.0,-59.2,-93.2,105.0,16.0,-15.454813220625093,4.141104721640334,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
37.0,22530.0,-61.3,-94.4,95.0,16.0,-15.939115169467929,1.3944918839625318,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
36.8,22564.0,-61.5,-94.5,98.0,16.0,-15.844289099865126,2.2267696153610457,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
35.0,22877.0,-61.0,-94.2,125.0,20.0,-16.383040885779835,11.471528727020923,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
32.0,23437.0,-60.0,-93.7,95.0,35.0,-34.8668144332111,3.0504509961680384,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
30.0,23840.0,-59.3,-93.3,90.0,37.0,-37.0,-2.2655965784226034e-15,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
28.0,24273.0,-58.5,-92.5,100.0,29.0,-28.559424837354033,5.035797152340979,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
25.1,24959.0,-57.1,-91.1,98.0,35.0,-34.659382405954965,4.871058533602287,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
22.7,25598.0,-53.5,-88.5,96.0,41.0,-40.775397710099206,4.285666993973796,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
22.0,25799.0,-53.4,-88.4,95.0,43.0,-42.83637201794506,3.747696938149304,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
21.0,26097.0,-53.2,-88.2,70.0,48.0,-45.1052457977236,-16.416966879632103,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
20.0,26410.0,-53.1,-88.1,85.0,45.0,-44.82876141412855,-3.922008423644616,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
19.0,26739.0,-54.1,-89.1,85.0,47.0,-46.82115081031204,-4.0963199091399325,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
18.6,26876.0,-54.5,-89.5,,,,,97980,97980,2025-06-08,-8.46,140.38,3.0,50.98,2025-06-08
1008.0,25.0,26.4,24.7,0.0,0.0,0.0,0.0,96035,96035,2025-06-09,3.56,98.68,25.0,57.87,2025-06-09
1005.0,44.0,26.0,24.4,341.0,1.0,0.3255681544571567,-0.9455185755993168,96035,96035,2025-06-09,3.56,98.68,25.0,57.87,2025-06-09
1000.0,75.0,26.4,24.0,310.0,3.0,2.2981333293569346,-1.9283628290596178,96035,96035,2025-06-09,3.56,98.68,25.0,57.87,2025-06-09
978.0,271.0,26.4,22.8,358.0,2.0,0.06979899340500165,-1.9987816540381915,96035,96035,2025-06-09,3.56,98.68,25.0,57.87,2025-06-09
